"upm","viv_sel","hogar","n_ren","llave_mig","llave_per","llave_hog","llave_viv","ent","tam_loc","p4_4","p4_5","p4_5c","p4_6","p4_7","p4_7c","p4_8","p4_9","p4_9c","p4_10_1","p4_10_2","p4_11","p4_11c","p4_12","p4_12c","p4_13","p4_14","p4_14c","p4_15","p4_15c","p4_16","p4_16c","p4_17","p4_17c","p4_18_1","p4_18_2","p4_19","p4_19c","p4_20_1","p4_20_2","fac_hog","t_loc_ur","t_loc_ag1","p4_8_ag1","p4_8_ag2","doc_mig","cond_resid","tpo_mig","tpo_mig_ag","estrato","est_dis","upm_dis"
"2801697","05","1","01","280169705101","","2801697051","280169705","28","1","1","1","028","2","5","418","018","1","028","08","2022","1","221","2","02","5","5","05","1","221","2","02","","","","","","","","",327,"1","1","4","2","1","2","","","2","539","13028"
"2801726","01","1","01","280172601101","280172601101","2801726011","280172601","28","1","1","1","028","1","1","101","027","1","028","06","2019","1","221","2","02","7","1","01","2","260","","","2","002","12","2020","3","03","1","01",355,"1","1","6","2","2","1","18","2","2","539","13031"
"2801923","05","1","01","280192305101","","2801923051","280192305","28","1","1","1","028","1","3","301","022","1","028","06","2020","1","221","2","02","3","4","04","1","221","2","02","","","","","","","","",331,"1","1","5","2","1","2","","","3","540","13048"
"2801923","05","1","02","280192305102","","2801923051","280192305","28","1","1","1","028","1","3","301","019","1","028","08","2023","1","221","2","02","3","3","03","1","221","2","02","","","","","","","","",331,"1","1","4","2","1","2","","","3","540","13048"
"2801971","01","1","01","280197101101","","2801971011","280197101","28","1","1","1","028","1","2","201","039","1","028","04","2022","1","221","7","17","7","1","01","1","221","7","46","","","","","","","","",342,"1","1","8","3","2","2","","","2","539","13055"
"2802073","03","1","01","280207303101","","2802073031","280207303","28","1","1","2","030","2","2","201","041","1","028","99","2021","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",298,"1","1","9","3","1","2","","","3","540","13066"
"2802265","04","1","01","280226504101","","2802265041","280226504","28","1","1","2","024","1","2","201","041","1","028","99","2018","1","221","2","02","2","1","01","1","221","2","02","","","","","","","","",286,"1","1","9","3","1","2","","","2","539","13077"
"2803068","01","1","01","280306801101","280306801103","2803068011","280306801","28","1","1","1","028","1","3","301","022","1","028","02","2021","1","221","2","02","3","1","01","2","260","","","2","002","12","2021","3","03","1","03",509,"1","1","5","2","1","1","10","1","4","545","13121"
"2803149","01","1","01","280314901101","280314901101","2803149011","280314901","28","1","1","3","221","1","1","101","039","1","028","08","2023","1","221","2","02","5","2","02","2","260","","","2","002","08","2023","3","03","1","01",309,"1","1","8","3","1","1","00","1","2","543","13129"
"2803245","04","1","01","280324504101","280324504104","2803245041","280324504","28","1","1","1","028","2","3","301","029","1","028","10","2021","1","221","2","02","3","3","03","2","260","","","2","002","01","2022","9","10","1","04",371,"1","1","6","2","1","1","03","1","2","543","13142"
"2803251","04","1","01","280325104101","280325104101","2803251041","280325104","28","1","1","2","030","1","1","101","036","1","028","08","2018","1","221","2","02","3","2","02","2","260","","","2","002","03","2020","3","03","1","01",375,"1","1","8","3","1","1","19","2","2","543","13144"
"2803380","05","1","01","280338005101","","2803380051","280338005","28","1","1","2","011","1","8","416","042","1","028","08","2019","1","221","2","02","2","2","02","1","221","2","02","","","","","","","","",373,"1","1","9","3","1","2","","","2","543","13155"
"2803890","04","1","01","280389004101","","2803890041","280389004","28","1","1","4","250","1","3","301","020","1","028","08","2022","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",342,"1","1","5","2","2","2","","","2","535","13185"
"2804277","02","1","01","280427702101","","2804277021","280427702","28","1","1","1","028","1","2","201","046","1","028","07","2023","1","221","6","03","7","1","01","1","221","6","03","","","","","","","","",372,"1","1","10","3","2","2","","","2","535","13213"
"2804452","02","1","01","280445202101","280445202103","2804452021","280445202","28","1","1","1","028","2","3","301","022","1","028","03","2022","1","221","2","02","3","1","01","2","260","","","2","002","06","2022","9","12","1","03",432,"1","1","5","2","1","1","03","1","4","537","13223"
"2804616","02","1","01","280461602101","","2804616021","280461602","28","1","1","2","030","1","2","201","027","1","028","01","2020","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",295,"1","1","6","2","1","2","","","3","536","13234"
"2804745","03","1","01","280474503101","","2804745031","280474503","28","1","1","1","028","2","8","401","049","1","028","12","2022","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",366,"1","1","10","3","1","2","","","2","535","13246"
"2804745","03","1","02","280474503102","","2804745031","280474503","28","1","1","1","028","2","8","403","034","1","028","12","2021","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",366,"1","1","7","3","1","2","","","2","535","13246"
"2805238","01","1","01","280523801101","","2805238011","280523801","28","1","1","1","028","2","2","201","029","1","028","09","2023","1","221","2","02","3","1","01","3","998","","","","","","","","","","",397,"1","1","6","2","1","2","","","2","535","13285"
"2805265","04","1","01","280526504101","","2805265041","280526504","28","1","1","1","028","2","2","201","041","1","028","11","2021","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",436,"1","1","9","3","1","2","","","2","535","13290"
"2805275","03","1","01","280527503101","","2805275031","280527503","28","1","1","2","020","2","8","501","049","1","028","02","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",397,"1","1","10","3","2","2","","","2","535","13292"
"2805431","04","1","01","280543104101","","2805431041","280543104","28","1","1","2","030","1","2","201","040","1","028","03","2021","1","221","2","02","2","1","01","1","221","2","02","","","","","","","","",318,"1","1","9","3","1","2","","","2","535","13304"
"2805473","02","1","01","280547302101","","2805473021","280547302","28","1","1","1","028","1","3","301","037","1","028","09","2018","2","415","","","","4","04","3","415","","","","","","","","","","",348,"1","1","8","3","","2","","","4","530","13306"
"2805691","04","1","01","280569104101","280569104101","2805691041","280569104","28","1","1","1","028","1","1","101","035","1","028","05","2022","1","221","7","24","2","2","02","2","260","","","7","024","07","2022","2","02","1","01",258,"1","1","8","3","1","1","02","1","3","529","13320"
"2806148","03","1","01","280614803101","","2806148031","280614803","28","1","1","1","028","1","3","301","026","1","028","99","2020","1","221","7","23","2","2","02","1","221","7","23","","","","","","","","",246,"1","1","6","2","1","2","","","3","529","13360"
"2806476","02","1","01","280647602101","","2806476021","280647602","28","1","1","1","028","1","2","201","044","1","028","09","2021","1","221","2","02","7","1","01","1","221","7","43","","","","","","","","",364,"1","1","9","3","2","2","","","1","546","13381"
"2806504","04","1","01","280650404101","","2806504041","280650404","28","1","1","1","028","1","2","201","031","1","028","06","2023","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",289,"1","1","7","3","1","2","","","3","548","13385"
"2806766","01","1","01","280676601101","","2806766011","280676601","28","1","1","3","221","1","2","201","035","1","028","05","2023","1","221","1","01","2","1","01","1","221","1","01","","","","","","","","",258,"1","1","8","3","1","2","","","2","547","13409"
"2806767","01","1","01","280676701101","280676701103","2806767011","280676701","28","1","1","1","028","1","3","301","022","1","028","07","2023","1","221","2","02","3","1","01","2","260","","","2","002","08","2023","3","03","1","03",315,"1","1","5","2","1","1","01","1","2","547","13410"
"2807017","03","1","01","280701703101","280701703101","2807017031","280701703","28","1","1","1","028","1","1","101","024","1","028","08","2018","1","221","7","38","7","1","01","2","260","","","7","038","11","2018","3","03","1","01",702,"1","1","5","2","2","1","03","1","1","546","13431"
"2807055","04","1","01","280705504101","","2807055041","280705504","28","1","1","1","028","1","2","201","052","1","028","02","2022","1","221","2","02","2","1","01","1","221","2","02","","","","","","","","",343,"1","1","11","3","1","2","","","3","548","13436"
"2807541","11","1","01","280754111101","280754111101","2807541111","280754111","28","2","1","1","028","1","1","101","035","1","028","04","2022","1","221","7","17","5","2","02","2","260","","","7","017","09","2022","3","03","1","01",302,"1","1","8","3","1","1","05","1","2","550","13467"
"2807541","17","1","01","280754117101","","2807541171","280754117","28","2","1","1","028","1","1","101","035","1","028","04","2023","1","221","7","24","2","2","02","1","221","7","24","","","","","","","","",302,"1","1","8","3","1","2","","","2","550","13467"
"2807618","13","1","01","280761813101","","2807618131","280761813","28","2","1","1","028","1","3","301","045","1","028","09","2023","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",312,"1","1","10","3","1","2","","","2","552","13468"
"2807618","16","1","01","280761816101","280761816101","2807618161","280761816","28","2","1","1","028","1","1","101","043","1","028","08","2023","1","221","2","02","5","2","02","2","260","","","2","002","08","2023","3","03","1","01",312,"1","1","9","3","1","1","00","1","2","552","13468"
"2807618","18","1","01","280761818101","280761818103","2807618181","280761818","28","2","1","3","221","1","3","301","017","1","028","03","2019","1","221","2","02","5","1","01","2","260","","","2","002","09","2023","3","03","1","03",312,"1","1","4","1","1","1","54","3","2","552","13468"
"2807618","18","1","02","280761818102","280761818104","2807618181","280761818","28","2","1","3","221","1","3","301","016","1","028","03","2019","1","221","2","02","5","1","01","2","260","","","2","002","09","2023","3","03","1","04",312,"1","1","4","1","1","1","54","3","2","552","13468"
"2807648","14","1","01","280764814101","","2807648141","280764814","28","2","1","1","028","1","3","301","029","1","028","05","2022","2","439","","","","2","02","3","423","","","","","","","","","","",310,"1","1","6","2","","2","","","2","550","13470"
"2807694","01","1","01","280769401101","","2807694011","280769401","28","2","1","2","024","1","2","201","041","1","028","01","2023","1","221","1","01","2","1","01","1","221","1","01","","","","","","","","",282,"1","1","9","3","1","2","","","2","550","13474"
"2807782","17","1","01","280778217101","280778217101","2807782171","280778217","28","2","1","1","028","1","1","101","999","1","028","10","2021","1","221","7","39","2","1","01","2","260","","","7","039","06","2022","1","01","1","01",360,"1","1","19","9","1","1","08","1","2","550","13477"
"2807948","14","1","01","280794814101","","2807948141","280794814","28","2","1","1","028","1","2","201","032","1","028","08","2023","1","221","3","06","2","1","01","1","221","3","06","","","","","","","","",347,"1","1","7","3","1","2","","","2","552","13481"
"2807972","17","1","01","280797217101","280797217101","2807972171","280797217","28","2","1","2","009","1","1","101","040","1","028","09","2022","1","221","7","14","2","1","01","2","260","","","7","014","05","2023","3","03","1","01",275,"1","1","9","3","1","1","08","1","2","552","13483"
"2807972","20","1","01","280797220101","","2807972201","280797220","28","2","1","2","005","1","2","201","030","1","028","12","2019","1","221","2","02","3","1","01","1","221","2","02","","","","","","","","",275,"1","1","7","3","1","2","","","2","552","13483"
"2808109","01","1","01","280810901101","","2808109011","280810901","28","3","1","1","028","1","2","201","040","1","028","07","2021","1","221","3","06","7","1","01","1","221","3","06","","","","","","","","",343,"1","2","9","3","2","2","","","2","555","13484"
"2808109","08","1","01","280810908101","280810908101","2808109081","280810908","28","3","1","1","028","1","1","101","024","1","028","02","2022","1","221","7","21","2","2","02","2","260","","","7","021","06","2022","3","03","1","01",343,"1","2","5","2","1","1","04","1","2","555","13484"
"2808109","13","1","01","280810913101","","2808109131","280810913","28","3","1","1","028","1","4","408","015","1","028","06","2019","1","221","2","02","9","1","01","1","221","2","02","","","","","","","","",343,"1","2","4","1","9","2","","","2","555","13484"
"2808152","11","1","01","280815211101","","2808152111","280815211","28","3","1","1","028","2","2","201","056","1","028","01","2023","1","221","2","02","5","3","03","1","221","2","02","","","","","","","","",279,"1","2","12","3","1","2","","","2","554","13486"
"2808184","01","1","01","280818401101","","2808184011","280818401","28","3","1","1","028","1","2","201","033","1","028","03","2022","1","221","7","99","2","1","01","1","221","7","48","","","","","","","","",335,"1","2","7","3","1","2","","","2","554","13487"
"2808184","04","1","01","280818404101","280818404101","2808184041","280818404","28","3","1","1","028","1","1","101","032","1","028","08","2023","1","221","7","48","2","1","01","2","260","","","7","048","99","2023","9","99","1","01",335,"1","2","7","3","1","1","99","9","2","554","13487"
"2808184","07","1","01","280818407101","","2808184071","280818407","28","3","1","1","028","1","1","101","019","1","028","02","2023","1","221","2","02","2","1","01","1","221","2","02","","","","","","","","",335,"1","2","4","2","1","2","","","2","554","13487"
"2808184","08","1","01","280818408101","","2808184081","280818408","28","3","1","1","028","1","1","101","027","1","028","07","2023","1","221","7","48","9","1","01","1","221","7","48","","","","","","","","",335,"1","2","6","2","9","2","","","2","554","13487"
"2808203","03","1","01","280820303101","280820303101","2808203031","280820303","28","3","1","1","028","1","1","101","045","1","028","03","2022","1","221","7","46","2","2","02","2","260","","","7","046","12","2022","9","12","1","01",331,"1","2","10","3","1","1","09","1","2","554","13488"
"2808203","07","1","01","280820307101","","2808203071","280820307","28","3","1","1","028","1","2","201","039","1","028","05","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",331,"1","2","8","3","2","2","","","2","554","13488"
"2808203","16","1","01","280820316101","","2808203161","280820316","28","3","1","1","028","1","2","201","023","1","028","05","2023","1","221","7","17","2","2","02","1","221","7","17","","","","","","","","",331,"1","2","5","2","1","2","","","2","554","13488"
"2808386","07","1","01","280838607101","","2808386071","280838607","28","3","1","1","028","1","1","101","038","1","028","05","2023","1","221","7","28","2","2","02","1","221","7","28","","","","","","","","",376,"1","2","8","3","1","2","","","2","554","13493"
"2860082","16","1","01","286008216101","","2860082161","286008216","28","4","1","1","028","1","2","201","037","1","028","02","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",386,"2","2","8","3","2","2","","","1","556","13499"
"2860088","01","1","01","286008801101","","2860088011","286008801","28","4","1","1","028","1","3","301","028","1","028","07","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",285,"2","2","6","2","2","2","","","1","556","13500"
"2860088","01","1","02","286008801102","","2860088011","286008801","28","4","1","1","028","1","3","301","023","1","028","07","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",285,"2","2","5","2","2","2","","","1","556","13500"
"2860152","08","1","01","286015208101","","2860152081","286015208","28","4","1","1","028","1","3","301","024","1","028","02","2023","1","221","3","06","2","2","02","1","221","3","06","","","","","","","","",363,"2","2","5","2","1","2","","","1","556","13503"
"2860152","13","1","01","286015213101","286015213103","2860152131","286015213","28","4","1","1","028","1","3","301","024","1","028","04","2021","1","221","7","17","2","2","02","2","260","","","7","017","12","2022","9","12","1","03",363,"2","2","5","2","1","1","20","2","1","556","13503"
"2860152","15","1","01","286015215101","","2860152151","286015215","28","4","1","1","028","1","2","201","022","1","028","12","2022","1","221","3","06","2","2","02","1","221","7","17","","","","","","","","",363,"2","2","5","2","1","2","","","1","556","13503"
"2860152","16","1","01","286015216101","","2860152161","286015216","28","4","1","1","028","1","1","101","038","1","028","05","2023","1","221","7","10","2","2","02","1","221","7","10","","","","","","","","",363,"2","2","8","3","1","2","","","1","556","13503"
"2860152","17","1","01","286015217101","","2860152171","286015217","28","4","1","1","028","1","1","101","032","1","028","04","2023","1","221","7","10","2","2","02","1","221","7","10","","","","","","","","",363,"2","2","7","3","1","2","","","1","556","13503"
"2860152","20","1","01","286015220101","","2860152201","286015220","28","4","1","1","028","1","1","101","031","1","028","05","2023","1","221","7","10","2","2","02","1","221","7","10","","","","","","","","",363,"2","2","7","3","1","2","","","1","556","13503"
